pattern	n	d000.s022.t002
of	x	x
change	n	d000.s022.t003
,	x	x
know	v	d000.s022.t004
as	x	x
``	x	x
method	n	d000.s022.t005
,	x	x
``	x	x
which	x	x
have	v	x
odd-sounding	a	x
name	n	d000.s022.t006
like	x	x
kent	n	x
treble	n	x
bob	n	x
major	n	x
or	x	x
grandsire	n	x
cater	n	x
.	x	x
<eos>	x	x
a	x	x
series	n	d000.s023.t000
of	x	x
5,000	x	x
or	x	x
so	r	d000.s023.t001
change	n	d000.s023.t002
be	v	x
a	x	x
``	x	x
peal	n	x
``	x	x
and	x	x
take	v	d000.s023.t003
about	r	d000.s023.t004
three	x	x
hour	n	d000.s023.t005
.	x	x
<eos>	x	x
a	x	x
look	n	d000.s024.t000
at	x	x
a	x	x
thursday	n	d000.s024.t001
night	n	d000.s024.t002
practice	n	d000.s024.t003
at	x	x
st.	n	x
mary	n	x
abbot	n	x
church	n	d000.s024.t004
in	x	x
the	x	x
kensington	n	x
district	n	d000.s024.t005
of	x	x
london	n	x
give	v	d000.s024.t006
a	x	x
idea	n	d000.s024.t007
of	x	x
the	x	x
work	n	d000.s024.t008
involve	v	d000.s024.t009
.	x	x
<eos>	x	x
ten	x	x
shirt-sleeved	a	x
ringer	n	d000.s025.t000
stand	v	d000.s025.t001
in	x	x
a	x	x
circle	n	d000.s025.t002
,	x	x
one	x	x
foot	n	d000.s025.t003
ahead	r	d000.s025.t004
of	x	x
the	x	x
other	a	x
in	x	x
a	x	x
prizefighter	n	d000.s025.t005
's	x	x
stance	n	d000.s025.t006
,	x	x
each	x	x
pull	v	d000.s025.t007
a	x	x
rope	n	d000.s025.t008
that	x	x
disappear	v	x
through	x	x
a	x	x
small	a	d000.s025.t009
hole	n	d000.s025.t010
in	x	x
the	x	x
high	a	d000.s025.t011
ceiling	n	d000.s025.t012
of	x	x
the	x	x
ringing	n	x
chamber	n	d000.s025.t013
.	x	x
<eos>	x	x
no	x	x
one	n	x
speak	v	d000.s026.t000
,	x	x
and	x	x
the	x	x
snake	v	d000.s026.t001
of	x	x
the	x	x
rope	n	d000.s026.t002
seem	v	d000.s026.t003
to	x	x
make	v	d000.s026.t004
as	x	x
much	a	d000.s026.t005
sound	n	d000.s026.t006
as	x	x
the	x	x
bell	n	d000.s026.t007
themselves	x	x
,	x	x
muffle	v	d000.s026.t008
by	x	x
the	x	x
ceiling	n	d000.s026.t009
.	x	x
<eos>	x	x
totally	r	d000.s027.t000
absorb	v	d000.s027.t001
,	x	x
the	x	x
ringer	n	d000.s027.t002
stare	v	d000.s027.t003
straight	r	d000.s027.t004
ahead	r	d000.s027.t005
,	x	x
use	v	d000.s027.t006
peripheral_vision	n	d000.s027.t007
(	x	x
they	x	x
call	v	d000.s027.t008
it	x	x
``	x	x
rope-sight	n	x
``	x	x
)	x	x
to	x	x
watch	v	d000.s027.t009
the	x	x
other	a	d000.s027.t010
rope	n	d000.s027.t011
and	x	x
thus	r	d000.s027.t012
time	v	d000.s027.t013
they	x	x
pull	n	d000.s027.t014
.	x	x
<eos>	x	x
far	r	d000.s028.t000
above	r	d000.s028.t001
in	x	x
the	x	x
belfry	n	d000.s028.t002
,	x	x
the	x	x
huge	a	d000.s028.t003
bronze	n	d000.s028.t004
bell	n	d000.s028.t005
,	x	x
mount	v	d000.s028.t006
on	x	x
wheel	n	d000.s028.t007
,	x	x
swing	v	d000.s028.t008
madly	r	d000.s028.t009
through	x	x
a	x	x
full	a	d000.s028.t010
360	x	x
degree	n	d000.s028.t011
,	x	x
start	v	d000.s028.t012
and	x	x
end	v	d000.s028.t013
,	x	x
surprisingly	r	d000.s028.t014
,	x	x
in	x	x
the	x	x
inverted	a	d000.s028.t015
,	x	x
or	x	x
mouth-up	a	x
position	n	d000.s028.t016
.	x	x
<eos>	x	x
skilled	a	d000.s029.t000
ringer	n	d000.s029.t001
use	v	d000.s029.t002
they	x	x
wrist	n	d000.s029.t003
to	x	x
advance	v	d000.s029.t004
or	x	x
retard	v	d000.s029.t005
the	x	x
next	a	x
swing	n	d000.s029.t006
,	x	x
so	r	d000.s029.t007
that	x	x
one	x	x
bell	n	d000.s029.t008
can	v	x
swap	v	d000.s029.t009
place	n	d000.s029.t010
with	x	x
another	x	x
in	x	x
the	x	x
following	a	x
change	n	d000.s029.t011
.	x	x
<eos>	x	x
in	x	x
a	x	x
well-known	a	d000.s030.t000
detective_story	n	d000.s030.t001
involve	v	d000.s030.t002
church	n	d000.s030.t003
bell	n	d000.s030.t004
,	x	x
english	a	d000.s030.t005
novelist	n	d000.s030.t006
dorothy	n	x
l.	n	x
sayer	n	x
describe	v	d000.s030.t007
ringing	n	x
as	x	x
a	x	x
``	x	x
passion	n	d000.s030.t008
that	x	x
find	v	d000.s030.t009
its	x	x
satisfaction	n	d000.s030.t010
in	x	x
mathematical	a	d000.s030.t011
completeness	n	d000.s030.t012
and	x	x
mechanical	a	d000.s030.t013
perfection	n	d000.s030.t014
.	x	x
``	x	x
<eos>	x	x
ringer	n	d000.s031.t000
,	x	x
she	x	x
add	v	d000.s031.t001
,	x	x
be	v	x
``	x	x
fill	v	d000.s031.t002
with	x	x
the	x	x
solemn	a	d000.s031.t003
intoxication	n	x
that	x	x
come	v	d000.s031.t004
of	x	x
intricate	a	d000.s031.t005
ritual	n	d000.s031.t006
faultlessly	r	d000.s031.t007
perform	v	d000.s031.t008
.	x	x
``	x	x
``	x	x
<eos>	x	x
ringing	n	x
do	v	x
become	v	d000.s032.t000
a	x	x
bit	n	d000.s032.t001
of	x	x
a	x	x
obsession	n	d000.s032.t002
,	x	x
``	x	x
admit	v	d000.s032.t003
stephanie	n	x
pattenden	n	x
,	x	x
master	n	d000.s032.t004
of	x	x
the	x	x
band	n	d000.s032.t005
at	x	x
st.	n	x
mary	n	x
abbot	n	x
and	x	x
one	x	x
of	x	x
england	n	d000.s032.t006
's	x	x
best	a	d000.s032.t007
female	n	d000.s032.t008
ringer	n	d000.s032.t009
.	x	x
<eos>	x	x
it	x	x
be	v	x
a	x	x
passion	n	d000.s033.t000
that	x	x
usually	r	d000.s033.t001
stay	v	d000.s033.t002
in	x	x
the	x	x
tower	n	d000.s033.t003
,	x	x
however	r	d000.s033.t004
.	x	x
<eos>	x	x
more	r	d000.s034.t000
often	r	d000.s034.t001
than	x	x
not	r	x
,	x	x
ringer	n	d000.s034.t002
think_of	v	d000.s034.t003
the	x	x
church	n	d000.s034.t004
as	x	x
something	n	x
stick_on	v	d000.s034.t005
the	x	x
bottom	n	d000.s034.t006
of	x	x
the	x	x
belfry	n	d000.s034.t007
.	x	x
<eos>	x	x
when	r	x
they	x	x
change	n	d000.s035.t000
be	v	x
complete	v	d000.s035.t001
,	x	x
and	x	x
after	x	x
they	x	x
have	v	x
work_up	v	d000.s035.t002
a	x	x
sweat	n	d000.s035.t003
,	x	x
ringer	n	d000.s035.t004
often	r	d000.s035.t005
skip	v	d000.s035.t006
off	x	x
to	x	x
the	x	x
local	a	d000.s035.t007
pub	n	d000.s035.t008
,	x	x
leave	v	d000.s035.t009
worship	n	d000.s035.t010
for	x	x
other	n	x
below	r	d000.s035.t011
.	x	x
<eos>	x	x
this	x	x
do	v	x
not	r	x
sit	v	x
well	r	d000.s036.t000
with	x	x
some	x	x
cleric	n	d000.s036.t001
.	x	x
<eos>	x	x
with	x	x
membership	n	d000.s037.t000
of	x	x
the	x	x
church_of_england	n	d000.s037.t001
steadily	r	d000.s037.t002
dwindle	v	d000.s037.t003
,	x	x
strong-willed	a	d000.s037.t004
vicar	n	d000.s037.t005
be	v	x
press	v	d000.s037.t006
equally	r	d000.s037.t007
strong-willed	a	d000.s037.t008
and	x	x
often	r	d000.s037.t009
non-religious	a	x
ringer	n	d000.s037.t010
to	x	x
attend	v	d000.s037.t011
service	n	d000.s037.t012
.	x	x
<eos>	x	x
two	x	x
year	n	d000.s038.t000
ago	r	d000.s038.t001
,	x	x
the	x	x
rev.	n	x
jeremy	n	x
hummerstone	n	x
,	x	x
vicar	n	d000.s038.t002
of	x	x
great	n	x
torrington	n	x
,	x	x
devon	n	x
,	x	x
get	v	d000.s038.t003
so	r	d000.s038.t004
feed	v	x
up	x	x
with	x	x
ringer	n	d000.s038.t005
who	x	x
do	v	x
n't	r	x
attend	v	d000.s038.t006
service	n	d000.s038.t007
he	x	x
sack	v	d000.s038.t008
the	x	x
entire	a	d000.s038.t009
band	n	d000.s038.t010
;	x	x
the	x	x
ringer	n	d000.s038.t011
promptly	r	d000.s038.t012
set_up	v	d000.s038.t013
a	x	x
picket_line	n	d000.s038.t014
in	x	x
protest	n	d000.s038.t015
.	x	x
<eos>	x	x
``	x	x
they	x	x
be	v	x
a	x	x
self-perpetuating	a	x
club	n	d000.s039.t000
that	x	x
treat	v	d000.s039.t001
the	x	x
tower	n	d000.s039.t002
as	x	x
sort	n	d000.s039.t003
of	x	x
a	x	x
separate	a	d000.s039.t004
premises	n	d000.s039.t005
,	x	x
``	x	x
the	x	x
vicar	n	x
hummerstone	n	x
say	v	d000.s039.t006
.	x	x
<eos>	x	x
a	x	x
entirely	r	x
new	a	d000.s040.t000
band	n	d000.s040.t001
ring	n	x
today	n	d000.s040.t002
at	x	x
great	n	x
torrington	n	x
,	x	x
several	a	x
of	x	x
whom	x	x
be	v	x
member	n	d000.s040.t003
of	x	x
the	x	x
congregation	n	d000.s040.t004
.	x	x
<eos>	x	x
but	x	x
there	x	x
still	r	d000.s041.t000
be	v	x
not	r	x
enough	a	d000.s041.t001
ringer	n	d000.s041.t002
to	x	x
ring	v	d000.s041.t003
more	a	d000.s041.t004
than	x	x
six	x	x
of	x	x
the	x	x
eight	x	x
bell	n	d000.s041.t005
.	x	x
<eos>	x	x
at	x	x
st.	n	x
mary	n	x
's	x	x
church	n	x
in	x	x
ilminster	n	x
,	x	x
somerset	n	x
,	x	x
the	x	x
bell	n	d000.s042.t000
have	v	x
fall	v	d000.s042.t001
silent	a	d000.s042.t002
follow	v	d000.s042.t003
a	x	x
dustup	n	d000.s042.t004
over	x	x
church	n	d000.s042.t005
attendance	n	d000.s042.t006
.	x	x
<eos>	x	x
the	x	x
vicar	n	d000.s043.t000
,	x	x
w.d.	n	x
jone	n	x
,	x	x
refuse	v	d000.s043.t001
to	x	x
talk_about	v	d000.s043.t002
it	x	x
,	x	x
say	v	d000.s043.t003
it	x	x
would	v	x
``	x	x
reopen	v	x
the	x	x
wound	n	x
.	x	x
``	x	x
<eos>	x	x
but	x	x
c.j.b.	n	x
marshall	n	x
,	x	x
vicar	n	d000.s044.t000
of	x	x
a	x	x
nearby	a	d000.s044.t001
church	n	d000.s044.t002
,	x	x
feel	v	d000.s044.t003
the	x	x
fault	n	d000.s044.t004
be	v	x
in	x	x
the	x	x
stairs	n	d000.s044.t005
from	x	x
the	x	x
bell_tower	n	d000.s044.t006
that	x	x
be	v	x
locate	v	d000.s044.t007
next	a	d000.s044.t008
to	x	x
the	x	x
altar	n	d000.s044.t009
.	x	x
<eos>	x	x
``	x	x
so	r	d000.s045.t000
crunch	n	d000.s045.t001
,	x	x
crunch	n	d000.s045.t002
,	x	x
crunch	n	d000.s045.t003
,	x	x
bang	n	d000.s045.t004
,	x	x
bang	n	d000.s045.t005
,	x	x
bang	n	d000.s045.t006
--	x	x
here	r	d000.s045.t007
come	v	d000.s045.t008
the	x	x
ringer	n	d000.s045.t009
from	x	x
above	r	d000.s045.t010
,	x	x
make	v	d000.s045.t011
a	x	x
very	r	d000.s045.t012
obvious	a	d000.s045.t013
exit	n	d000.s045.t014
while	x	x
the	x	x
congregation	n	d000.s045.t015
be	v	x
at	x	x
prayer	n	d000.s045.t016
,	x	x
``	x	x
he	x	x
say	v	d000.s045.t017
.	x	x
<eos>	x	x
vicar	n	x
marshall	n	x
admit	v	d000.s046.t000
to	x	x
mixed	a	d000.s046.t001
feelings	n	d000.s046.t002
about	x	x
this	x	x
issue	n	d000.s046.t003
,	x	x
since	x	x
he	x	x
be	v	x
both	x	x
a	x	x
vicar	n	d000.s046.t004
and	x	x
a	x	x
active	a	d000.s046.t005
bell_ringer	n	d000.s046.t006
himself	x	x
.	x	x
<eos>	x	x
``	x	x
the	x	x
sound	n	d000.s047.t000
of	x	x
bell	n	d000.s047.t001
be	v	x
a	x	x
net	n	x
to	x	x
draw	v	d000.s047.t002
people	n	d000.s047.t003
into	x	x
the	x	x
church	n	d000.s047.t004
,	x	x
``	x	x
he	x	x
say	v	d000.s047.t005
.	x	x
<eos>	x	x
``	x	x
I	x	x
live	v	d000.s048.t000
in	x	x
hope	n	d000.s048.t001
that	x	x
the	x	x
ringer	n	d000.s048.t002
themselves	x	x
will	v	x
be	v	x
draw	v	d000.s048.t003
into	x	x
that	x	x
full	a	d000.s048.t004
life	n	d000.s048.t005
.	x	x
``	x	x
<eos>	x	x
the	x	x
central	n	x
council	n	x
of	x	x
church	n	x
bell	n	x
ringer	n	x
,	x	x
a	x	x
sort	n	d000.s049.t000
of	x	x
parliament	n	d000.s049.t001
of	x	x
ringing	n	x
group	n	d000.s049.t002
,	x	x
aim	v	d000.s049.t003
to	x	x
improve	v	d000.s049.t004
relations	n	d000.s049.t005
with	x	x
vicar	n	d000.s049.t006
,	x	x
say	v	d000.s049.t007
john	n	x
c.	n	x
baldwin	n	x
,	x	x
president	n	d000.s049.t008
.	x	x
<eos>	x	x
it	x	x
hope	v	d000.s050.t000
to	x	x
speak	v	d000.s050.t001
to	x	x
student	n	d000.s050.t002
at	x	x
theological	a	d000.s050.t003
college	n	d000.s050.t004
about	x	x
the	x	x
joy	n	d000.s050.t005
of	x	x
bell_ringing	n	d000.s050.t006
and	x	x
will	v	x
shortly	r	d000.s050.t007
publish	v	d000.s050.t008
a	x	x
booklet	n	d000.s050.t009
for	x	x
every	x	x
vicar	n	d000.s050.t010
in	x	x
the	x	x
country	n	d000.s050.t011
entitle	v	d000.s050.t012
,	x	x
``	x	x
the	x	x
bell	n	d000.s050.t013
in	x	x
you	x	x
care	n	d000.s050.t014
.	x	x
``	x	x
<eos>	x	x
say	v	d000.s051.t000
mr	n	d000.s051.t001
baldwin	n	x
,	x	x
``	x	x
we	x	x
recognize	v	d000.s051.t002
that	x	x
we	x	x
may	v	x
no	r	d000.s051.t003
longer	r	d000.s051.t004
have	v	x
as	r	x
high	a	d000.s051.t005
a	x	x
priority	n	d000.s051.t006
in	x	x
church	n	d000.s051.t007
life	n	d000.s051.t008
and	x	x
experience	n	d000.s051.t009
.	x	x
``	x	x
<eos>	x	x
mr	n	d000.s052.t000
baldwin	n	x
be	v	x
also	r	d000.s052.t001
attack	v	d000.s052.t002
the	x	x
greater	a	d000.s052.t003
problem	n	d000.s052.t004
:	x	x
lack	n	d000.s052.t005
of	x	x
ringer	n	d000.s052.t006
.	x	x
<eos>	x	x
one	x	x
survey	n	d000.s053.t000
say	v	d000.s053.t001
that	x	x
of	x	x
the	x	x
100,000	x	x
train	v	d000.s053.t002
bell_ringer	n	d000.s053.t003
in	x	x
england	n	d000.s053.t004
today	n	d000.s053.t005
,	x	x
only	r	d000.s053.t006
40,000	x	x
of	x	x
they	x	x
still	r	d000.s053.t007
ring	v	x
.	x	x
<eos>	x	x
also	r	d000.s054.t000
,	x	x
ringer	n	d000.s054.t001
do	v	x
not	r	x
always	r	d000.s054.t002
live	v	d000.s054.t003
where	r	x
the	x	x
bell	n	d000.s054.t004
need	v	d000.s054.t005
to	x	x
be	v	x
ring	v	d000.s054.t006
--	x	x
like	x	x
in	x	x
small	a	d000.s054.t007
,	x	x
rural	a	d000.s054.t008
parish	n	d000.s054.t009
and	x	x
inner_city	n	d000.s054.t010
church	n	x
.	x	x
<eos>	x	x
but	x	x
the	x	x
council	n	d000.s055.t000
's	x	x
program	n	d000.s055.t001
to	x	x
attract	v	d000.s055.t002
and	x	x
train	v	d000.s055.t003
ringer	n	d000.s055.t004
be	v	x
only	r	d000.s055.t005
partly	r	d000.s055.t006
successful	a	d000.s055.t007
,	x	x
say	v	d000.s055.t008
mr	n	d000.s055.t009
baldwin	n	x
.	x	x
<eos>	x	x
``	x	x
right	r	d000.s056.t000
now	r	d000.s056.t001
,	x	x
we	x	x
be	v	x
lucky	a	d000.s056.t002
if	x	x
after	x	x
five	x	x
year	n	d000.s056.t003
we	x	x
keep	v	d000.s056.t004
one	x	x
new	a	d000.s056.t005
ringer	n	d000.s056.t006
out	x	x
of	x	x
10	x	x
,	x	x
``	x	x
he	x	x
add	v	d000.s056.t007
.	x	x
<eos>	x	x
one	x	x
bright	a	d000.s057.t000
sign	n	d000.s057.t001
be	v	x
that	x	x
a	x	x
grow	v	d000.s057.t002
number	n	d000.s057.t003
of	x	x
woman	n	d000.s057.t004
have	v	x
enter	v	d000.s057.t005
the	x	x
once	r	d000.s057.t006
male-dominated	a	x
field	n	d000.s057.t007
;	x	x
more	a	d000.s057.t008
than	x	x
a	x	x
third	n	d000.s057.t009
of	x	x
the	x	x
ringer	n	d000.s057.t010
today	n	d000.s057.t011
be	v	x
woman	n	d000.s057.t012
.	x	x
<eos>	x	x
they	x	x
be	v	x
not	r	x
accept	v	d000.s058.t000
everywhere	r	d000.s058.t001
,	x	x
however	r	d000.s058.t002
.	x	x
<eos>	x	x
the	x	x
oldest	a	x
bell_ringing	n	d000.s059.t000
group	n	d000.s059.t001
in	x	x
the	x	x
country	n	d000.s059.t002
,	x	x
the	x	x
ancient	n	x
society	n	x
of	x	x
college	n	x
youth	n	x
,	x	x
found	v	d000.s059.t003
in	x	x
1637	x	x
,	x	x
remain	v	d000.s059.t004
male-only	a	x
,	x	x
a	x	x
fact	n	d000.s059.t005
